industry,ai_tool,adoption_rate,daily_active_users,year
Healthcare,Claude,98.12,8153,2023
Finance,ChatGPT,14.98,2151,2023
Technology,Midjourney,95.46,7963,2024
Finance,ChatGPT,79.31,6058,2024
Education,ChatGPT,80.39,1727,2024
Healthcare,Bard,34.38,9734,2023
Finance,ChatGPT,31.95,9313,2024
Technology,Midjourney,25.37,3722,2024
Transportation,ChatGPT,59.77,5187,2024
Retail,ChatGPT,31.35,682,2024
Finance,Stable Diffusion,77.8,5192,2023
Education,ChatGPT,67.38,5149,2023
Transportation,ChatGPT,95.84,7105,2024
Agriculture,Bard,68.23,383,2024
Transportation,Stable Diffusion,73.66,3204,2024
Retail,Claude,35.61,4330,2024
Agriculture,Midjourney,52.87,5540,2024
Agriculture,Stable Diffusion,27.39,8446,2024
Healthcare,Stable Diffusion,77.01,9996,2024
Agriculture,ChatGPT,47.07,5768,2024
Technology,Stable Diffusion,68.94,4648,2024
Technology,Midjourney,56.87,1494,2024
Agriculture,Midjourney,16.86,869,2024
Retail,ChatGPT,72.03,9120,2024
Technology,ChatGPT,9.93,4815,2023
Agriculture,Stable Diffusion,75.71,981,2024
Retail,ChatGPT,49.93,9568,2024
Technology,ChatGPT,35.76,8740,2023
Manufacturing,Stable Diffusion,42.49,4595,2024
Education,ChatGPT,50.41,8403,2023
Manufacturing,ChatGPT,82.13,8657,2024
Technology,Midjourney,66.33,4451,2023
Education,Bard,98.62,7286,2023
Manufacturing,Midjourney,86.91,3833,2024
Education,Stable Diffusion,21.35,5049,2024
Retail,ChatGPT,14.43,9074,2023
Finance,Stable Diffusion,36.07,8734,2024
Healthcare,ChatGPT,2.2,1721,2024
Finance,ChatGPT,82.14,7034,2024
Transportation,ChatGPT,1.75,5582,2024
Manufacturing,ChatGPT,28.66,4252,2024
Technology,ChatGPT,3.54,6187,2024
Transportation,Midjourney,39.91,7860,2024
Agriculture,Stable Diffusion,91.29,1063,2024
Technology,Stable Diffusion,98.68,8765,2024
Agriculture,Midjourney,83.55,2698,2024
Manufacturing,Midjourney,25.72,8933,2024
Healthcare,Bard,34.27,2811,2023
Technology,ChatGPT,24.41,3727,2024
Healthcare,ChatGPT,95.35,8997,2024
Education,ChatGPT,71.49,4760,2024
Agriculture,Bard,32.76,1355,2024
Manufacturing,Bard,24.18,5591,2024
Healthcare,ChatGPT,59.8,6041,2024
Retail,Midjourney,66.59,7849,2023
Healthcare,Midjourney,6.8,5508,2023
Healthcare,Claude,57.32,8380,2024
Finance,Stable Diffusion,99.09,9576,2024
Technology,Stable Diffusion,43.42,4482,2024
Agriculture,ChatGPT,4.2,1994,2024
Agriculture,Midjourney,52.85,171,2024
Technology,Bard,17.49,6568,2024
Healthcare,Stable Diffusion,10.7,9413,2023
Agriculture,Midjourney,20.54,9954,2024
Healthcare,Stable Diffusion,9.41,1639,2024
Transportation,Midjourney,79.86,2777,2023
Transportation,Midjourney,80.19,1667,2023
Agriculture,ChatGPT,80.37,5160,2023
Agriculture,ChatGPT,33.11,5434,2024
Manufacturing,ChatGPT,82.17,1117,2024
Retail,Midjourney,58.95,9209,2024
Transportation,Stable Diffusion,64.48,2237,2024
Healthcare,Bard,79.07,8121,2023
Healthcare,ChatGPT,62.79,4321,2024
Education,Midjourney,14.77,4077,2023
Manufacturing,Midjourney,47.13,6124,2023
Education,Stable Diffusion,10.22,3618,2024
Technology,Midjourney,4.1,363,2023
Transportation,ChatGPT,22.58,2662,2024
Manufacturing,Claude,55.01,7782,2024
Healthcare,ChatGPT,55.9,8072,2024
Technology,Midjourney,11.41,1697,2024
Healthcare,Midjourney,61.3,5717,2024
Technology,ChatGPT,56.6,8793,2023
Healthcare,Midjourney,83.31,8509,2024
Agriculture,ChatGPT,31.33,6747,2023
Finance,Midjourney,21.59,5358,2024
Healthcare,Stable Diffusion,41.34,8028,2024
Transportation,Midjourney,92.66,5406,2023
Agriculture,Midjourney,91.9,231,2024
Retail,ChatGPT,71.42,7798,2024
Transportation,Midjourney,65.41,8589,2024
Manufacturing,Midjourney,6.29,238,2024
Technology,Midjourney,62.43,5466,2024
Education,ChatGPT,22.45,8409,2024
Education,Midjourney,55.75,9726,2023
Agriculture,ChatGPT,69.53,3664,2023
Transportation,ChatGPT,76.49,400,2024
Finance,Bard,57.68,9527,2024
Education,ChatGPT,82.35,2552,2024
Technology,ChatGPT,76.87,5100,2024
Healthcare,Midjourney,73.27,3707,2024
Agriculture,ChatGPT,33.92,4640,2023
Education,Stable Diffusion,13.94,2614,2023
Retail,Stable Diffusion,22.15,9322,2023
Healthcare,Stable Diffusion,95.51,7357,2024
Finance,Midjourney,70.8,2268,2024
Transportation,ChatGPT,53.84,4388,2023
Technology,ChatGPT,54.13,7857,2024
Transportation,ChatGPT,42.56,9647,2024
Education,ChatGPT,37.6,8502,2024
Education,Midjourney,85.43,8057,2024
Retail,ChatGPT,32.52,7487,2024
Education,Claude,1.18,2542,2023
Finance,Midjourney,14.41,8230,2024
Agriculture,ChatGPT,56.59,944,2024
Manufacturing,Stable Diffusion,0.39,4655,2024
Finance,Midjourney,67.17,1326,2024
Education,ChatGPT,29.18,8935,2024
Agriculture,ChatGPT,59.17,9512,2024
Retail,ChatGPT,7.01,8070,2024
Agriculture,ChatGPT,23.36,2038,2023
Education,Midjourney,40.77,9781,2023
Agriculture,ChatGPT,92.02,7711,2024
Transportation,ChatGPT,6.62,9476,2024
Manufacturing,Midjourney,77.72,5200,2023
Education,ChatGPT,6.79,9575,2023
Finance,Stable Diffusion,85.65,4983,2024
Transportation,Bard,66.14,3127,2024
Finance,Claude,78.29,6430,2024
Education,Stable Diffusion,76.86,2146,2023
Finance,ChatGPT,84.92,1571,2024
Technology,Midjourney,18.31,6603,2024
Technology,Stable Diffusion,37.74,4882,2024
Finance,Stable Diffusion,44.8,5886,2024
Agriculture,ChatGPT,11.1,7797,2024
Agriculture,ChatGPT,23.55,707,2024
Finance,Bard,7.53,8041,2024
Education,ChatGPT,73.79,3299,2024
Transportation,Bard,61.03,2652,2024
Finance,Midjourney,94.44,1475,2024
Transportation,Midjourney,18.71,827,2024
Retail,Midjourney,67.98,3564,2024
Healthcare,Stable Diffusion,83.3,2624,2023
Finance,ChatGPT,42.4,9504,2024
Technology,Claude,27.96,8013,2024
Retail,ChatGPT,28.36,3069,2024
Manufacturing,ChatGPT,42.42,3309,2024
Healthcare,Stable Diffusion,16.1,3556,2024
Retail,Midjourney,54.48,7505,2023
Manufacturing,ChatGPT,6.14,1000,2023
Healthcare,Midjourney,43.98,5446,2023
Transportation,ChatGPT,63.67,6619,2024
Education,ChatGPT,52.99,3305,2024
Agriculture,Bard,40.06,8618,2024
Education,Stable Diffusion,79.86,3969,2024
Finance,Midjourney,92.95,6966,2023
Agriculture,ChatGPT,86.31,9630,2024
Manufacturing,Midjourney,92.86,8630,2024
Retail,ChatGPT,64.98,8676,2023
Transportation,Claude,73.98,7825,2024
Transportation,Midjourney,76.05,3465,2023
Technology,Midjourney,44.71,9941,2024
Healthcare,ChatGPT,32.25,2963,2024
Technology,ChatGPT,19.79,737,2024
Agriculture,ChatGPT,42.78,4553,2024
Education,ChatGPT,55.89,4651,2024
Healthcare,ChatGPT,21.43,716,2024
Retail,ChatGPT,32.16,1515,2023
Education,ChatGPT,27.68,6225,2023
Technology,ChatGPT,67.64,5922,2024
Education,Stable Diffusion,75.14,3768,2024
Manufacturing,Midjourney,33.46,6529,2024
Manufacturing,Midjourney,62.01,2221,2024
Finance,ChatGPT,95.89,787,2024
Healthcare,ChatGPT,80.39,8085,2024
Manufacturing,Midjourney,43.88,7788,2024
Transportation,Claude,55.12,6189,2024
Healthcare,Bard,72.82,1827,2024
Healthcare,Midjourney,31.62,5272,2024
Agriculture,Claude,69.89,8261,2023
Finance,Midjourney,36.43,3415,2024
Agriculture,ChatGPT,69.73,1720,2023
Technology,Claude,64.6,2968,2024
Healthcare,Bard,98.52,209,2024
Retail,Bard,70.29,6285,2023
Education,ChatGPT,74.8,8068,2023
Education,ChatGPT,8.08,576,2024
Transportation,Midjourney,50.11,9004,2023
Transportation,ChatGPT,34.22,5245,2024
Retail,Stable Diffusion,2.62,8087,2024
Finance,ChatGPT,8.69,3884,2023
Manufacturing,Bard,95.11,8835,2024
Manufacturing,ChatGPT,36.14,6969,2023
Finance,Bard,60.74,3585,2024
Transportation,Midjourney,65.8,4955,2023
Technology,Midjourney,41.51,5108,2024
Agriculture,Midjourney,97.61,8801,2024
Retail,ChatGPT,34.9,4762,2024
Retail,ChatGPT,55.22,302,2024
Education,Midjourney,49.15,3744,2024
Transportation,ChatGPT,5.35,3417,2024
Technology,Stable Diffusion,90.93,6991,2024
Manufacturing,ChatGPT,87.44,7674,2024
Technology,Midjourney,80.22,6794,2023
Retail,ChatGPT,77.92,9565,2023
Retail,ChatGPT,15.65,1222,2023
Manufacturing,Stable Diffusion,22.14,5137,2023
Finance,ChatGPT,88.83,4973,2023
Retail,ChatGPT,41.26,5300,2024
Manufacturing,Bard,9.02,8789,2024
Finance,Midjourney,27.86,5718,2024
Finance,Midjourney,67.4,5591,2024
Finance,Midjourney,35.89,2034,2024
Finance,Midjourney,69.25,9623,2024
Transportation,ChatGPT,9.44,3906,2024
Transportation,ChatGPT,9.65,2338,2024
Finance,Bard,66.42,1897,2024
Agriculture,ChatGPT,30.35,6732,2024
Transportation,Stable Diffusion,98.05,5300,2024
Agriculture,Midjourney,40.77,7415,2024
Transportation,Bard,77.54,4861,2024
Education,ChatGPT,98.16,3278,2024
Healthcare,Midjourney,62.83,9018,2024
Manufacturing,ChatGPT,65.09,7861,2024
Technology,Bard,37.58,2798,2024
Education,Midjourney,92.46,3063,2023
Finance,Bard,4.72,1791,2024
Finance,Bard,85.76,6928,2024
Education,ChatGPT,39.34,6194,2024
Education,Midjourney,2.23,568,2023
Retail,Midjourney,43.64,3150,2024
Retail,Midjourney,45.81,6936,2024
Agriculture,Stable Diffusion,54.99,4517,2023
Education,ChatGPT,38.78,5444,2023
Manufacturing,Stable Diffusion,33.79,8870,2024
Retail,ChatGPT,65.67,8213,2023
Manufacturing,ChatGPT,40.18,7035,2023
Finance,ChatGPT,27.45,3726,2023
Agriculture,Stable Diffusion,84.32,963,2023
Manufacturing,ChatGPT,73.65,2392,2024
Healthcare,Midjourney,72.76,6439,2023
Technology,Stable Diffusion,26.8,8258,2024
Agriculture,Stable Diffusion,39.5,1867,2023
Finance,Midjourney,89.35,496,2024
Retail,ChatGPT,47.22,7436,2024
Agriculture,Midjourney,14.5,5705,2024
Finance,Midjourney,50.52,5047,2023
Technology,ChatGPT,96.64,5672,2024
Finance,ChatGPT,86.16,3562,2024
Retail,Midjourney,31.96,4051,2023
Manufacturing,Bard,85.11,5809,2024
Healthcare,Claude,96.25,3311,2023
Technology,ChatGPT,3.85,3494,2024
Finance,Midjourney,33.39,9578,2023
Healthcare,Midjourney,3.44,1569,2024
Agriculture,ChatGPT,21.22,2317,2024
Retail,Bard,75.56,4329,2024
Manufacturing,ChatGPT,0.57,713,2023
Technology,Claude,27.71,9808,2023
Education,ChatGPT,81.06,4922,2024
Healthcare,ChatGPT,81.93,4204,2024
Retail,ChatGPT,71.74,8475,2024
Agriculture,Bard,57.35,7683,2024
Agriculture,ChatGPT,22.21,6342,2024
Healthcare,Stable Diffusion,14.11,804,2024
Finance,Stable Diffusion,53.02,7030,2024
Technology,Stable Diffusion,10.61,8909,2024
Retail,Claude,61.92,2304,2024
Finance,Midjourney,80.73,3982,2024
Healthcare,Claude,72.76,5460,2024
Healthcare,Midjourney,78.6,794,2023
Manufacturing,ChatGPT,35.86,7574,2023
Education,ChatGPT,53.38,3991,2024
Manufacturing,Midjourney,97.29,682,2024
Agriculture,Midjourney,65.77,9598,2024
Transportation,ChatGPT,10.2,7063,2024
Healthcare,ChatGPT,85.05,1962,2024
Retail,Midjourney,63.99,6757,2024
Education,Midjourney,87.25,8138,2024
Manufacturing,ChatGPT,41.11,3173,2024
Retail,Claude,9.21,3328,2024
Education,ChatGPT,26.42,1706,2024
Manufacturing,ChatGPT,90.22,8979,2024
Manufacturing,Bard,86.94,8240,2024
Manufacturing,ChatGPT,7.05,6690,2024
Healthcare,ChatGPT,39.12,217,2024
Transportation,Bard,62.72,9560,2024
Technology,Midjourney,72.13,4164,2024
Transportation,Midjourney,33.23,3919,2024
Manufacturing,ChatGPT,31.07,1863,2024
Transportation,ChatGPT,68.33,6745,2024
Retail,Midjourney,65.09,4159,2024
Healthcare,Midjourney,53.74,3347,2024
Manufacturing,Bard,53.63,6227,2023
Retail,Stable Diffusion,30.92,7427,2024
Agriculture,Midjourney,31.75,9385,2024
Education,Claude,71.52,9982,2024
Transportation,Midjourney,60.34,5944,2024
Transportation,Midjourney,50.12,7636,2024
Manufacturing,Midjourney,74.07,4796,2024
Education,ChatGPT,71.65,1236,2023
Finance,ChatGPT,62.04,9854,2023
Retail,Midjourney,42.78,7852,2024
Transportation,Stable Diffusion,78.77,212,2024
Agriculture,Bard,67.11,8631,2023
Technology,Bard,7.92,5409,2023
Manufacturing,Stable Diffusion,67.88,663,2023
Technology,Bard,19.59,9645,2024
Agriculture,ChatGPT,20.2,2852,2024
Retail,Claude,9.11,633,2024
Healthcare,Midjourney,33.79,4594,2023
Education,Stable Diffusion,6.83,8429,2024
Finance,Bard,45.49,7714,2023
Finance,ChatGPT,84.41,6499,2024
Transportation,ChatGPT,85.75,9922,2024
Finance,Stable Diffusion,58.83,2168,2024
Transportation,Stable Diffusion,85.69,7489,2024
Education,ChatGPT,52.19,4060,2024
Education,Bard,93.65,8353,2024
Transportation,ChatGPT,3.59,4402,2023
Education,ChatGPT,4.68,9165,2023
Technology,ChatGPT,37.94,5058,2023
Manufacturing,Stable Diffusion,40.7,5148,2024
Agriculture,ChatGPT,23.41,7657,2023
Healthcare,Midjourney,28.44,3853,2024
Manufacturing,Bard,2.72,6881,2024
Finance,ChatGPT,94.15,600,2024
Healthcare,Midjourney,24.31,2635,2024
Transportation,ChatGPT,81.53,5203,2024
Agriculture,ChatGPT,95.97,7055,2024
Healthcare,ChatGPT,32.81,7654,2024
Education,Bard,78.76,3088,2024
Manufacturing,Stable Diffusion,52.05,2322,2023
Retail,Stable Diffusion,16.78,5732,2023
Healthcare,ChatGPT,12.58,2786,2024
Education,Midjourney,52.95,9742,2024
Agriculture,Midjourney,41.88,6684,2024
Agriculture,Midjourney,89.24,4519,2024
Finance,ChatGPT,76.12,1953,2024
Agriculture,ChatGPT,80.12,7371,2024
Healthcare,Midjourney,44.61,3710,2024
Manufacturing,Midjourney,0.74,6143,2024
Technology,Midjourney,51.98,5954,2024
Healthcare,Stable Diffusion,4.68,2940,2024
Education,Stable Diffusion,4.41,634,2024
Finance,ChatGPT,63.11,6575,2024
Education,Bard,47.91,1401,2023
Manufacturing,ChatGPT,59.48,5156,2024
Transportation,ChatGPT,58.22,5679,2023
Retail,Stable Diffusion,74.43,2943,2024
Finance,Stable Diffusion,79.78,692,2024
Transportation,Midjourney,62.43,8086,2024
Finance,Midjourney,53.27,2980,2024
Retail,Midjourney,53.46,3864,2023
Transportation,Bard,89.91,6666,2023
Agriculture,ChatGPT,10.88,344,2024
Transportation,Stable Diffusion,12.64,7731,2023
Transportation,ChatGPT,80.4,6093,2024
Finance,Midjourney,68.36,4029,2024
Agriculture,Midjourney,89.61,1549,2024
Transportation,Midjourney,10.27,433,2024
Education,Midjourney,19.67,8481,2024
Transportation,ChatGPT,66.57,513,2023
Education,ChatGPT,70.77,1894,2024
Manufacturing,Midjourney,77.44,9484,2023
Education,ChatGPT,22.1,5010,2024
Retail,ChatGPT,42.47,4403,2023
Retail,Midjourney,61.9,5291,2024
Retail,ChatGPT,14.51,7837,2024
Transportation,Bard,37.98,9631,2024
Transportation,ChatGPT,20.75,1517,2024
Technology,ChatGPT,71.69,1972,2024
Technology,Stable Diffusion,49.25,815,2024
Transportation,ChatGPT,8.41,4522,2024
Manufacturing,ChatGPT,90.59,6628,2024
Healthcare,Claude,60.38,409,2024
Manufacturing,Midjourney,21.57,996,2024
Finance,ChatGPT,12.33,9420,2024
Transportation,ChatGPT,95.02,8854,2023
Technology,ChatGPT,12.91,5397,2024
Transportation,Midjourney,14.29,9790,2024
Agriculture,ChatGPT,21.57,9436,2023
Agriculture,ChatGPT,10.36,9839,2024
Agriculture,ChatGPT,16.98,9244,2023
Manufacturing,ChatGPT,64.73,7476,2024
Manufacturing,ChatGPT,26.67,4691,2024
Education,ChatGPT,50.87,6689,2024
Manufacturing,ChatGPT,59.82,5761,2024
Healthcare,Stable Diffusion,76.33,9244,2024
Technology,Midjourney,82.61,7326,2024
Healthcare,ChatGPT,1.65,1737,2024
Agriculture,Stable Diffusion,61.8,3417,2024
Healthcare,ChatGPT,67.93,2595,2024
Manufacturing,Midjourney,99.31,9896,2024
Finance,ChatGPT,48.99,886,2024
Education,ChatGPT,11.88,8492,2023
Finance,Stable Diffusion,26.13,2451,2024
Retail,Midjourney,97.19,4190,2024
Retail,ChatGPT,98.63,3947,2024
Technology,Stable Diffusion,98.9,6710,2024
Transportation,ChatGPT,35.05,2054,2023
Manufacturing,Midjourney,36.96,2906,2024
Manufacturing,Stable Diffusion,38.31,3981,2024
Finance,ChatGPT,68.26,117,2024
Manufacturing,Stable Diffusion,60.44,3160,2023
Technology,ChatGPT,14.72,9213,2024
Technology,Stable Diffusion,8.41,2096,2024
Retail,Bard,59.94,6278,2024
Finance,ChatGPT,39.87,6401,2024
Technology,Stable Diffusion,26.57,2844,2023
Technology,Bard,70.12,1575,2023
Manufacturing,Midjourney,34.92,3476,2024
Technology,ChatGPT,34.33,7227,2023
Manufacturing,Midjourney,24.85,8112,2024
Manufacturing,ChatGPT,96.14,4755,2024
Finance,ChatGPT,62.03,7144,2023
Transportation,ChatGPT,78.05,1090,2024
Transportation,Stable Diffusion,48.08,7528,2024
Retail,Bard,12.39,4408,2024
Finance,ChatGPT,62.74,8064,2024
Agriculture,Midjourney,25.27,8714,2024
Transportation,Stable Diffusion,84.01,3780,2023
Manufacturing,ChatGPT,39.79,9074,2024
Technology,ChatGPT,31.66,8937,2024
Technology,ChatGPT,76.83,916,2023
Technology,Midjourney,64.67,8094,2023
Healthcare,Midjourney,62.93,1358,2023
Finance,Claude,93.27,2173,2024
Technology,Midjourney,13.49,1913,2024
Retail,Stable Diffusion,37.35,4890,2024
Retail,ChatGPT,36.92,4279,2024
Education,Stable Diffusion,43.16,330,2024
Agriculture,ChatGPT,43.27,1665,2024
Technology,Midjourney,7.62,9883,2023
Transportation,Bard,64.96,5046,2024
Technology,Claude,57.37,5327,2024
Education,Midjourney,98.2,2009,2024
Education,ChatGPT,3.87,1842,2024
Manufacturing,Bard,2.17,2682,2024
Agriculture,ChatGPT,96.37,2656,2024
Finance,ChatGPT,50.85,4623,2024
Healthcare,ChatGPT,32.61,864,2023
Education,Bard,57.12,7818,2024
Agriculture,ChatGPT,41.1,7794,2024
Transportation,Bard,43.25,394,2024
Education,ChatGPT,95.35,8773,2024
Retail,ChatGPT,13.2,5999,2024
Healthcare,ChatGPT,23.89,5901,2024
Retail,ChatGPT,82.58,1158,2023
Transportation,Midjourney,9.81,4952,2023
Transportation,Claude,70.95,9028,2024
Transportation,ChatGPT,78.24,5477,2024
Transportation,Bard,27.16,7011,2024
Transportation,Midjourney,55.92,8074,2024
Retail,Midjourney,23.83,7409,2024
Healthcare,Stable Diffusion,70.77,5208,2024
Finance,Stable Diffusion,14.84,3602,2024
Manufacturing,Bard,53.11,9999,2024
Manufacturing,Midjourney,25.86,4224,2023
Transportation,ChatGPT,8.57,1203,2024
Retail,Stable Diffusion,24.78,2548,2024
Retail,ChatGPT,32.26,7235,2023
Education,ChatGPT,22.4,4226,2024
Education,Claude,69.81,5024,2024
Finance,ChatGPT,54.32,5326,2024
Finance,Midjourney,59.08,6097,2024
Transportation,ChatGPT,34.52,2367,2024
Education,Midjourney,51.93,1505,2023
Agriculture,Bard,8.11,6476,2024
Retail,Bard,18.2,6471,2024
Retail,ChatGPT,99.82,9988,2024
Finance,Midjourney,75.89,6217,2023
Agriculture,ChatGPT,24.08,8987,2023
Transportation,Midjourney,46.64,1035,2023
Manufacturing,Midjourney,17.19,4980,2024
Manufacturing,ChatGPT,75.22,8783,2023
Technology,Bard,79.15,2966,2024
Transportation,Stable Diffusion,62.17,6647,2024
Retail,ChatGPT,76.29,403,2024
Agriculture,Midjourney,33.98,4365,2024
Finance,ChatGPT,62.42,4950,2023
Agriculture,Midjourney,34.26,3023,2024
Agriculture,Midjourney,75.85,5565,2024
Technology,Bard,21.93,2438,2023
Technology,Midjourney,84.94,9071,2024
Transportation,Bard,74.36,480,2024
Retail,Midjourney,85.92,9632,2023
Agriculture,Bard,64.96,1378,2024
Retail,Bard,97.69,2320,2024
Retail,ChatGPT,12.1,7044,2023
Technology,Stable Diffusion,17.6,890,2023
Finance,Stable Diffusion,53.82,5706,2023
Retail,Stable Diffusion,15,999,2024
Transportation,ChatGPT,73.21,1076,2023
Education,ChatGPT,33.38,940,2023
Retail,Stable Diffusion,13.73,6085,2024
Agriculture,ChatGPT,91.95,1267,2023
Agriculture,ChatGPT,22.93,9224,2024
Finance,Midjourney,38.01,801,2024
Agriculture,Midjourney,62.78,447,2024
Transportation,ChatGPT,86.81,312,2024
Agriculture,Bard,10.11,228,2024
Finance,ChatGPT,79.31,670,2024
Healthcare,Claude,1.63,7618,2024
Transportation,Claude,33,4842,2024
Agriculture,Midjourney,21.82,410,2024
Retail,Claude,40.08,1912,2024
Agriculture,ChatGPT,17.76,243,2023
Transportation,ChatGPT,11.96,3037,2024
Manufacturing,Midjourney,47.53,6409,2024
Education,Bard,45.71,1635,2024
Manufacturing,Midjourney,77.08,9225,2023
Retail,ChatGPT,61.87,8382,2024
Technology,ChatGPT,43.66,9902,2023
Finance,ChatGPT,82.46,1875,2024
Transportation,Bard,46.84,1981,2023
Finance,Midjourney,42.54,8195,2024
Technology,Stable Diffusion,8.96,8422,2024
Manufacturing,Midjourney,10.69,1039,2023
Healthcare,Midjourney,47.88,2144,2024
Education,Midjourney,5.71,3885,2024
Retail,ChatGPT,52.5,1638,2023
Healthcare,Claude,95.45,6861,2024
Manufacturing,ChatGPT,76.09,1911,2024
Manufacturing,Midjourney,26.04,5174,2024
Finance,ChatGPT,62.94,2119,2024
Finance,ChatGPT,8.01,3528,2023
Technology,Bard,41.19,9338,2024
Manufacturing,Stable Diffusion,83.1,8523,2023
Healthcare,ChatGPT,5.57,2162,2024
Manufacturing,Midjourney,54.16,7725,2024
Manufacturing,Bard,54.71,5710,2024
Technology,Midjourney,22.8,8068,2024
Manufacturing,Midjourney,17.45,2341,2024
Agriculture,Bard,4.09,4335,2024
Transportation,ChatGPT,51.18,284,2024
Technology,ChatGPT,34.58,5468,2024
Retail,ChatGPT,77.09,5030,2024
Technology,Midjourney,73.04,4820,2023
Retail,Bard,64.91,1401,2024
Transportation,Midjourney,57.01,7294,2024
Manufacturing,ChatGPT,27.52,4330,2023
Technology,Bard,91.56,947,2024
Manufacturing,ChatGPT,4.47,7890,2024
